230,670
125,570
250,440
450,310
430,180
200,50
124,-80
50,-210
456,-340
304,-470
100,-600
345,-730
388,-860
98,-990
479,-1120
296,-1250
131,-1380
54,-1510
522,-1640
300,-1770
262,-1900
442,-2030
24,-2160
487,-2290
400,-2420
225,-2550
529,-2680
311,-2810
69,-2940
37,-3070
333,-3200
16,-3330
449,-3460
422,-3590
86,-3720
70,-3850
45,-3980
90,-4110
442,-4240
264,-4370
450,-4500
232,-4630
13,-4760
7,-4890
21,-5020
284,-5150
10,-5280
243,-5410
405,-5540
97,-5670
60,-5800
321,-5930
144,-6060
10,-6190
345,-6320
28,-6450
408,-6580
76,-6710
407,-6840
382,-6970
143,-7100
299,-7230
455,-7360
184,-7490
397,-7620
385,-7750
218,-7880
99,-8010
112,-8140
343,-8270
314,-8400
219,-8530
337,-8660
532,-8790
387,-8920
101,-9050
532,-9180
222,-9310
54,-9440
355,-9570
44,-9700
128,-9830
328,-9960
197,-10090
305,-10220
452,-10350
164,-10480
469,-10610
71,-10740
292,-10870
327,-11000
500,-11130
118,-11260
256,-11390
445,-11520
170,-11650
76,-11780
155,-11910
60,-12040
177,-12170
157,-12300
362,-12430
421,-12560
188,-12690
60,-12820
416,-12950
151,-13080
175,-13210
321,-13340
130,-13470
491,-13600
283,-13730
70,-13860
146,-13990
156,-14120
393,-14250
352,-14380
182,-14510
21,-14640
358,-14770
159,-14900
208,-15030
243,-15160
493,-15290
99,-15420
24,-15550
131,-15680
274,-15810
12,-15940
434,-16070
